      5,594,419  GC Heap bytes
         63,830  GC Heap objects

   Object Bytes     Count  Type
             64         1  System.Action<SwitchBlade.Contracts.WindowItem>  [System.Private.CoreLib.dll]
             64         1  System.Func<System.Double>  [System.Private.CoreLib.dll]
             64         1  System.Windows.Interop.HwndKeyboardInputProvider  [PresentationCore.dll]
             64         1  System.EventHandler<System.Windows.Interop.HwndTarget+MonitorPowerEventArgs>  [System.Private.CoreLib.dll]
             64         1  System.Windows.Interop.ThreadMessageEventHandler  [WindowsBase.dll]
             64         1  MS.Internal.TextFormatting.FetchRunRedefined  [PresentationCore.dll]
             64         1  MS.Internal.TextFormatting.FetchLineProps  [PresentationCore.dll]
             64         1  MS.Internal.TextFormatting.FetchPap  [PresentationCore.dll]
             64         1  MS.Internal.TextFormatting.GetRunTextMetrics  [PresentationCore.dll]
             64         1  MS.Internal.TextFormatting.GetRunCharWidths  [PresentationCore.dll]
             64         1  MS.Internal.TextFormatting.GetDurMaxExpandRagged  [PresentationCore.dll]
             64         1  MS.Internal.TextFormatting.DrawTextRun  [PresentationCore.dll]
             64         1  MS.Internal.TextFormatting.GetGlyphsRedefined  [PresentationCore.dll]
             64         1  MS.Internal.TextFormatting.GetGlyphPositions  [PresentationCore.dll]
             64         1  MS.Internal.TextFormatting.GetAutoNumberInfo  [PresentationCore.dll]
             64         1  MS.Internal.TextFormatting.DrawGlyphs  [PresentationCore.dll]
             64         1  MS.Internal.TextFormatting.GetObjectHandlerInfo  [PresentationCore.dll]
             64         1  MS.Internal.TextFormatting.GetRunUnderlineInfo  [PresentationCore.dll]
             64         1  MS.Internal.TextFormatting.GetRunStrikethroughInfo  [PresentationCore.dll]
             64         1  MS.Internal.TextFormatting.Hyphenate  [PresentationCore.dll]
             64         1  MS.Internal.TextFormatting.GetNextHyphenOpp  [PresentationCore.dll]
             64         1  MS.Internal.TextFormatting.GetPrevHyphenOpp  [PresentationCore.dll]
             64         1  MS.Internal.TextFormatting.DrawUnderline  [PresentationCore.dll]
             64         1  MS.Internal.TextFormatting.DrawStrikethrough  [PresentationCore.dll]
             64         1  MS.Internal.TextFormatting.FInterruptShaping  [PresentationCore.dll]
             64         1  MS.Internal.TextFormatting.GetCharCompressionInfoFullMixed  [PresentationCore.dll]
             64         1  MS.Internal.TextFormatting.GetCharExpansionInfoFullMixed  [PresentationCore.dll]
             64         1  MS.Internal.TextFormatting.GetGlyphCompressionInfoFullMixed  [PresentationCore.dll]
             64         1  MS.Internal.TextFormatting.GetGlyphExpansionInfoFullMixed  [PresentationCore.dll]
             64         1  MS.Internal.TextFormatting.EnumText  [PresentationCore.dll]
             64         1  MS.Internal.TextFormatting.EnumTab  [PresentationCore.dll]
             64         1  MS.Internal.TextFormatting.InlineFormat  [PresentationCore.dll]
             64         1  MS.Internal.TextFormatting.InlineDraw  [PresentationCore.dll]
             64         1  System.Windows.Controls.ScrollChangedEventHandler  [PresentationFramework.dll]
             64         1  System.Windows.Controls.Primitives.ItemsChangedEventHandler  [PresentationFramework.dll]
             64         1  System.EventHandler<System.ComponentModel.CurrentChangingEventArgs>  [System.Private.CoreLib.dll]
             64         1  System.ComponentModel.CurrentChangingEventHandler  [WindowsBase.dll]
             64         1  System.Func<System.Threading.Tasks.Task>  [System.Private.CoreLib.dll]
             64         1  SwitchBlade.Services.BackgroundPollingService  [SwitchBlade.dll]
             64         1  Registrations  [System.Private.CoreLib.dll]
             64         1  System.Windows.SourceChangedEventHandler  [PresentationCore.dll]
             64         1  UiaProviderCallback  [UIAutomationClient.dll]
             64         1  System.Windows.Documents.TextServicesHost  [PresentationFramework.dll]
             64         1  System.Windows.Documents.MoveSizeWinEventHandler  [PresentationFramework.dll]
             64         1  WinEventProcDef  [WindowsBase.dll]
             64         1  System.Func<SwitchBlade.Contracts.WindowItem,SwitchBlade.Contracts.WindowItem>  [System.Private.CoreLib.dll]
             64         1  InvokeFunc_ObjSpanArgs  [System.Private.CoreLib.dll]
             56       702  System.Windows.FrameworkPropertyMetadata  [PresentationFramework.dll]
             56       436  System.Windows.PropertyMetadata  [WindowsBase.dll]
             56       415  Entry[]  [WindowsBase.dll]
             56       152  Container<System.Object,System.Object>  [System.Private.CoreLib.dll]
             56       112  MS.Internal.Data.SourceValueInfo[]  [PresentationFramework.dll]
             56        94  System.Windows.Media.Color  [PresentationCore.dll]
             56        93  System.Windows.Input.CommandBinding  [PresentationCore.dll]
             56        88  System.Windows.Baml2006.WpfKnownMemberInvoker  [PresentationFramework.dll]
             56        77  System.Windows.UIPropertyMetadata  [PresentationCore.dll]
             56        62  System.Windows.Input.RoutedUICommand  [PresentationCore.dll]
             56        40  System.Uri  [System.Private.Uri.dll]
             56        36  Tables<System.String,System.Xaml.XamlMember>  [System.Collections.Concurrent.dll]
             56        35  Frame  [PresentationFramework.dll]
             56        33  MemberInfoCache<System.Reflection.RuntimeMethodInfo>  [System.Private.CoreLib.dll]
             56        27  MemberInfoCache<System.Reflection.RuntimePropertyInfo>  [System.Private.CoreLib.dll]
             56        21  MemberInfoCache<System.Reflection.RuntimeConstructorInfo>  [System.Private.CoreLib.dll]
             56        18  System.Windows.Baml2006.WpfMemberInvoker  [PresentationFramework.dll]
             56        17  Node<Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceIdentifier,System.Object>  [System.Collections.Concurrent.dll]
             56        16  MemberInfoCache<System.Reflection.RuntimeFieldInfo>  [System.Private.CoreLib.dll]
             56        15  System.Xaml.Schema.XamlValueConverter<System.ComponentModel.TypeConverter>  [System.Xaml.dll]
             56        14  Tables<System.Xaml.XamlDirective,System.Xaml.XamlMember>  [System.Collections.Concurrent.dll]
             56        13  PathParameterCollection  [PresentationFramework.dll]
             56        11  Node<Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceIdentifier,Microsoft.Extensions.DependencyInjection.ServiceProvider+ServiceAccessor>  [System.Collections.Concurrent.dll]
             56        10  MoreInfo  [System.Private.Uri.dll]
             56        10  System.Windows.Media.Animation.IndependentlyAnimatedPropertyMetadata  [PresentationCore.dll]
             56         9  System.Windows.Markup.XmlLanguage  [PresentationCore.dll]
             56         9  System.Windows.Media.GlyphTypeface  [PresentationCore.dll]
             56         8  System.Globalization.CompareInfo  [System.Private.CoreLib.dll]
             56         8  System.Xaml.Schema.XamlTypeInvoker  [System.Xaml.dll]
             56         8  System.Xaml.Schema.XamlNamespace  [System.Xaml.dll]
             56         8  Tables<System.String,System.Xaml.XamlType>  [System.Collections.Concurrent.dll]
             56         6  MS.Internal.AvTrace  [WindowsBase.dll]
             56         6  System.IO.BinaryReader  [System.Private.CoreLib.dll]
             56         5  System.Windows.DependencyObject  [WindowsBase.dll]
             56         5  System.Windows.Threading.PriorityQueue<System.Windows.Threading.DispatcherOperation>  [WindowsBase.dll]
             56         5  DispatcherOperationCallbackParameter  [WindowsBase.dll]
             56         5  System.Windows.Forms.Layout.IArrangedElement[]  [System.Windows.Forms.dll]
             56         5  LOGFONT  [WindowsBase.dll]
             56         5  Node<System.Windows.Media.Typeface,MS.Internal.Shaping.TypefaceMap>  [PresentationCore.dll]
             56         4  InternalSelectedItemsStorage  [PresentationFramework.dll]
             56         4  System.Windows.Media.Typeface  [PresentationCore.dll]
             56         3  System.Windows.Media.FontFamily  [PresentationCore.dll]
             56         3  MS.Utility.DTypeMap  [PresentationCore.dll]
             56         3  System.Xaml.XamlMember  [System.Xaml.dll]
             56         3  Container<System.Buffers.SharedArrayPoolThreadLocalArray[],System.Object>  [System.Private.CoreLib.dll]
             56         3  System.Windows.Baml2006.BamlBinaryReader  [PresentationFramework.dll]
             56         3  MS.Internal.Shaping.TypefaceMap  [PresentationCore.dll]
             56         3  System.Collections.ObjectModel.ObservableCollection<System.String>  [System.ObjectModel.dll]
             56         2  MS.Internal.Data.ObjectTargetConverter  [PresentationFramework.dll]
             56         2  System.Windows.EventRoute  [PresentationCore.dll]
             56         2  System.Configuration.StreamInfo  [System.Configuration.ConfigurationManager.dll]
             56         2  FontCacheEntry  [System.Windows.Forms.dll]
             56         2  MemberInfoCache<System.Reflection.RuntimeEventInfo>  [System.Private.CoreLib.dll]
             56         2  Tables<System.Type,System.ComponentModel.ReflectTypeDescriptionProvider+ReflectedTypeData>  [System.Collections.Concurrent.dll]
             56         2  Entry[]  [PresentationCore.dll]
             56         2  Node<System.Uri,System.Byte[]>  [PresentationCore.dll]
             56         2  System.Collections.ObjectModel.ObservableCollection<System.ComponentModel.GroupDescription>  [System.ObjectModel.dll]
             56         2  System.Collections.ObjectModel.ObservableCollection<System.Object>  [System.ObjectModel.dll]
             56         2  BranchNode[]  [PresentationCore.dll]
             56         1  System.Text.CodePageDataItem  [System.Private.CoreLib.dll]
             56         1  System.Windows.UncommonField<System.Windows.Thickness>  [WindowsBase.dll]
             56         1  System.Windows.UncommonField<System.Windows.Controls.HierarchicalVirtualizationHeaderDesiredSizes>  [WindowsBase.dll]
             56         1  MS.Internal.Shaping.CompositeFontFamily[]  [PresentationCore.dll]
             56         1  <CppImplementationDetails>.BITMAPSIZETABLE_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             56         1  System.Windows.Forms.MenuTimer  [System.Windows.Forms.dll]
             56         1  System.Text.Json.Serialization.Converters.BooleanConverter  [System.Text.Json.dll]
             56         1  System.Text.Json.Serialization.Converters.ByteArrayConverter  [System.Text.Json.dll]
             56         1  System.Text.Json.Serialization.Converters.ByteConverter  [System.Text.Json.dll]
             56         1  System.Text.Json.Serialization.Converters.CharConverter  [System.Text.Json.dll]
             56         1  System.Text.Json.Serialization.Converters.DateTimeConverter  [System.Text.Json.dll]
             56         1  System.Text.Json.Serialization.Converters.DateTimeOffsetConverter  [System.Text.Json.dll]
             56         1  System.Text.Json.Serialization.Converters.DateOnlyConverter  [System.Text.Json.dll]
             56         1  System.Text.Json.Serialization.Converters.TimeOnlyConverter  [System.Text.Json.dll]
             56         1  System.Text.Json.Serialization.Converters.DecimalConverter  [System.Text.Json.dll]
             56         1  System.Text.Json.Serialization.Converters.DoubleConverter  [System.Text.Json.dll]
